2025-12-01 15:38:07 [INFO] __main__ - Training Configuration:
2025-12-01 15:38:07 [INFO] __main__ -   Delay: FULL_RANGE_COVER
2025-12-01 15:38:07 [INFO] __main__ -   Trajectory: figure_8
2025-12-01 15:38:07 [INFO] __main__ - Creating vectorized environment...
2025-12-01 15:38:09 [INFO] __main__ - Initializing SACTrainer...
2025-12-01 15:38:10 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Tensorboard logs at: ./rl_training_output/ModelBasedSAC_FULL_RANGE_COVER_figure_8_20251201_153807/tensorboard_sac
2025-12-01 15:38:10 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - ======================================================================
2025-12-01 15:38:10 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Starting SAC Training (Environment-Centric Prediction)
2025-12-01 15:38:10 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm -   Input Dim: 113 | Output Dim: 7
2025-12-01 15:38:10 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - ======================================================================
2025-12-01 15:41:01 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Validation Reward: -302.6931
2025-12-01 15:41:01 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Checkpoint saved: ./rl_training_output/ModelBasedSAC_FULL_RANGE_COVER_figure_8_20251201_153807/best_policy.pth
2025-12-01 15:42:55 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Validation Reward: -246.0040
2025-12-01 15:42:55 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Checkpoint saved: ./rl_training_output/ModelBasedSAC_FULL_RANGE_COVER_figure_8_20251201_153807/best_policy.pth
2025-12-01 15:44:53 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Validation Reward: -461.2259
2025-12-01 15:47:02 [INFO] Model_based_Reinforcement_Learning_In_Teleoperation.rl_agent_autoregressive.sac_training_algorithm - Validation Reward: -712.6290
